"claim_id","customer_id","incident_cause","claim_date_raw","claim_date","claim_area","police_report","claim_type","claim_amount_raw","claim_amount","total_policy_claims_raw","total_policy_claims","fraudulent_raw","is_fraudulent"
61170397,7946799,Other causes,"07/27/2018",2018-07-27,Auto,Unknown,Material and injury,$34971.5,34971.5,"5",5,Yes,true
66546485,83884401,Driver error,"05/22/2017",2017-05-22,Auto,No,Material only,$1288,1288,"1",1,Yes,true
62769771,36498462,Driver error,"06/11/2017",2017-06-11,Auto,Yes,Injury only,$37800,37800,"1",1,No,false
87452238,88191021,Driver error,"10/04/2017",2017-10-04,Auto,Yes,Material only,NA,,"1",1,No,false
99573716,88567908,Driver error,"01/27/2017",2017-01-27,Auto,No,Material only,$1180,1180,"1",1,No,false
39128289,72896975,Other driver error,"07/08/2017",2017-07-08,Auto,Unknown,Material and injury,$32480,32480,"1",1,No,false
64573390,85650096,Crime,"08/03/2018",2018-08-03,Auto,No,Material only,$2710,2710,"1",1,No,false
2181243,51349085,Crime,"10/17/2017",2017-10-17,Auto,No,Material only,$2620,2620,"2",2,No,false
51685791,90202451,Other driver error,"11/20/2017",2017-11-20,Auto,No,Material only,$1943.5,1943.5,"1",1,Yes,true
1633198,55180831,Other driver error,"09/07/2017",2017-09-07,Auto,No,Material and injury,NA,,"1",1,No,false
15165423,14433043,Driver error,"06/30/2018",2018-06-30,Auto,Yes,Material only,$2170,2170,"5",5,No,false
76552623,56590042,Other causes,"11/06/2017",2017-11-06,Auto,No,Injury only,$31498.5,31498.5,"4",4,Yes,true
64731876,43870673,Other causes,"05/22/2017",2017-05-22,Auto,Unknown,Material only,$1700,1700,"1",1,No,false
95376481,84734050,Crime,"05/28/2018",2018-05-28,Auto,Unknown,Material only,$2220,2220,"1",1,No,false
21229844,73246256,Crime,"11/13/2017",2017-11-13,Auto,No,Material only,$1020,1020,"1",1,No,false
4506676,2632562,Other driver error,"05/14/2018",2018-05-14,Home,Unknown,Material only,$1400,1400,"1",1,No,false
712628,74125758,Other causes,"11/27/2017",2017-11-27,Auto,Unknown,Injury only,$22960,22960,"1",1,No,false
82144259,92752865,Driver error,"04/25/2017",2017-04-25,Auto,No,Injury only,NA,,"1",1,No,false
93009471,47086007,Other causes,"03/09/2017",2017-03-09,Auto,Yes,Injury only,$18400,18400,"1",1,No,false
23721504,33987747,Driver error,"01/14/2017",2017-01-14,Auto,No,Material and injury,$37524.5,37524.5,"1",1,Yes,true
43899763,37312925,Driver error,"10/31/2017",2017-10-31,Auto,Yes,Injury only,$16070,16070,"1",1,No,false
4821698,13233814,Other causes,"07/08/2017",2017-07-08,Auto,Unknown,Material and injury,$17230,17230,"1",1,No,false
34488157,32561536,Natural causes,"11/06/2017",2017-11-06,Auto,No,Material and injury,$24564,24564,"1",1,Yes,true
79953107,73456835,Other driver error,"10/16/2018",2018-10-16,Auto,No,Material only,$2599,2599,"1",1,Yes,true
77727200,84767457,Driver error,"12/03/2017",2017-12-03,Auto,Unknown,Material and injury,$23740,23740,"1",1,No,false
33038715,31901720,Crime,"03/21/2018",2018-03-21,Auto,No,Material only,$1510,1510,"1",1,No,false
10744544,67885239,Driver error,"05/28/2018",2018-05-28,Auto,No,Material only,$2740,2740,"1",1,No,false
67043170,94448966,Other driver error,"10/16/2018",2018-10-16,Auto,No,Injury only,$23760,23760,"1",1,No,false
98303926,94633091,Crime,"06/25/2017",2017-06-25,Auto,No,Material only,$1640,1640,"1",1,No,false
84863978,90116906,Driver error,"11/13/2017",2017-11-13,Auto,No,Injury only,$23270,23270,"6",6,No,false
48203523,82832313,Other driver error,"12/03/2017",2017-12-03,Auto,Yes,Injury only,$29060,29060,"1",1,No,false
73460630,87993949,Other causes,"06/23/2018",2018-06-23,Auto,Unknown,Injury only,$25783,25783,"2",2,Yes,true
65335959,61810954,Other driver error,"09/19/2018",2018-09-19,Auto,Unknown,Material and injury,$36620,36620,"1",1,No,false
38446319,55782839,Other causes,"12/17/2017",2017-12-17,Auto,Unknown,Injury only,$21300,21300,"1",1,No,false
39131766,39587790,Other causes,"01/01/2017",2017-01-01,Auto,No,Material only,$2967,2967,"1",1,Yes,true
9961723,14293434,Other driver error,"05/22/2017",2017-05-22,Home,No,Material and injury,$44493.5,44493.5,"1",1,Yes,true
8405500,46620413,Other causes,"03/02/2017",2017-03-02,Auto,Unknown,Material only,$3070.5,3070.5,"1",1,Yes,true
58103215,53798973,Other driver error,"05/01/2018",2018-05-01,Auto,No,Material only,$2560,2560,"1",1,No,false
7316148,15556454,Crime,"03/14/2018",2018-03-14,Auto,No,Material only,$2070,2070,"1",1,No,false
35026470,61497833,Other driver error,"11/06/2017",2017-11-06,Auto,No,Material only,$1759.5,1759.5,"4",4,Yes,true
57560277,92889077,Natural causes,"03/08/2018",2018-03-08,Home,No,Material only,$1771,1771,"5",5,Yes,true
19911335,19171044,Driver error,"04/12/2017",2017-04-12,Auto,Yes,Injury only,$17360,17360,"1",1,No,false
54506772,93291407,Other driver error,"07/28/2017",2017-07-28,Auto,Unknown,Material only,$1368.5,1368.5,"1",1,Yes,true
11618238,96710523,Other causes,"03/21/2018",2018-03-21,Home,Yes,Injury only,$19240,19240,"1",1,No,false
46248222,52542420,Other driver error,"04/10/2018",2018-04-10,Auto,No,Material and injury,$14260,14260,"2",2,No,false
13774284,37741743,Natural causes,"03/08/2018",2018-03-08,Auto,No,Material only,$1350,1350,"1",1,No,false
30488859,48145469,Other causes,"04/10/2018",2018-04-10,Auto,Unknown,Material only,$1860,1860,"1",1,No,false
52959888,25709472,Other driver error,"10/23/2018",2018-10-23,Auto,Unknown,Injury only,$15440,15440,"1",1,No,false
4112041,58402401,Other causes,"09/12/2018",2018-09-12,Auto,Unknown,Material and injury,$32710,32710,"1",1,No,false
12179959,23092790,Crime,"08/03/2018",2018-08-03,Auto,Unknown,Material only,$1380,1380,"1",1,No,false
59404655,62476442,Natural causes,"05/15/2017",2017-05-15,Auto,No,Material and injury,NA,,"2",2,No,false
5176652,39943087,Other driver error,"03/16/2017",2017-03-16,Auto,Unknown,Material only,$2510,2510,"1",1,No,false
1657284,41265642,Crime,"07/22/2017",2017-07-22,Auto,No,Material only,NA,,"1",1,Yes,true
72074471,73383008,Other driver error,"02/09/2018",2018-02-09,Auto,Unknown,Injury only,$44700.5,44700.5,"1",1,Yes,true
36664338,77896466,Driver error,"12/17/2017",2017-12-17,Auto,No,Material only,$1550,1550,"1",1,No,false
50826770,83526368,Crime,"10/03/2018",2018-10-03,Auto,Unknown,Material only,$1850,1850,"3",3,No,false
64209730,31439710,Other driver error,"07/20/2018",2018-07-20,Home,No,Material only,$2760,2760,"1",1,No,false
49955266,30227653,Other driver error,"09/07/2017",2017-09-07,Auto,No,Material only,$2740,2740,"1",1,No,false
44581152,86993944,Other driver error,"12/30/2017",2017-12-30,Auto,Unknown,Injury only,$26480,26480,"1",1,No,false
32116508,65728108,Other causes,"10/09/2018",2018-10-09,Auto,Unknown,Material and injury,$47610,47610,"3",3,Yes,true
48559754,45539668,Other driver error,"12/30/2017",2017-12-30,Auto,No,Material only,$2170,2170,"1",1,No,false
26716331,3159546,Other driver error,"04/25/2017",2017-04-25,Auto,No,Injury only,$17590,17590,"4",4,No,false
74738945,88449349,Other causes,"09/12/2018",2018-09-12,Auto,No,Material only,$1080,1080,"1",1,No,false
30532684,35937389,Natural causes,"02/23/2017",2017-02-23,Auto,Unknown,Material only,$2610,2610,"2",2,No,false
81488988,19441247,Natural causes,"07/22/2017",2017-07-22,Auto,No,Material only,$1320,1320,"1",1,No,false
71767146,7208859,Crime,"07/01/2017",2017-07-01,Auto,No,Material only,$1840,1840,"1",1,No,false
67042203,65950591,Driver error,"01/14/2017",2017-01-14,Auto,No,Material only,$2970,2970,"1",1,No,false
66578763,2327487,Driver error,"05/07/2018",2018-05-07,Auto,No,Material only,NA,,"5",5,No,false
30930636,30722342,Driver error,"04/04/2018",2018-04-04,Home,Yes,Injury only,$17180,17180,"5",5,No,false
30119116,31289360,Other driver error,"02/23/2017",2017-02-23,Auto,No,Material only,$2720,2720,"1",1,No,false
45189268,24826170,Driver error,"07/08/2017",2017-07-08,Auto,No,Material only,$2700,2700,"1",1,No,false
5567470,14860484,Other causes,"03/29/2017",2017-03-29,Auto,Unknown,Injury only,$14240,14240,"4",4,No,false
46868258,39642700,Driver error,"12/10/2017",2017-12-10,Auto,No,Material only,$2560,2560,"3",3,No,false
74988783,3689105,Crime,"04/18/2017",2017-04-18,Auto,Yes,Injury only,$19440,19440,"4",4,No,false
80080381,58850120,Crime,"02/23/2017",2017-02-23,Auto,Yes,Material and injury,$40180,40180,"1",1,No,false
50617945,76965994,Crime,"03/09/2017",2017-03-09,Auto,No,Material only,$1260,1260,"1",1,No,false
3589979,14490971,Crime,"09/19/2018",2018-09-19,Auto,No,Material only,$1880,1880,"4",4,No,false
33643946,88277241,Other causes,"07/08/2017",2017-07-08,Auto,Unknown,Injury only,NA,,"1",1,Yes,true
71464126,87386746,Other causes,"07/20/2018",2018-07-20,Auto,No,Material only,$2260,2260,"1",1,No,false
19241230,55157616,Other driver error,"04/25/2017",2017-04-25,Auto,No,Material only,$2960,2960,"1",1,No,false
8499165,55593844,Other causes,"07/22/2017",2017-07-22,Auto,No,Material only,$1253.5,1253.5,"1",1,Yes,true
65264955,72556809,Other causes,"08/16/2018",2018-08-16,Auto,Yes,Material and injury,$32300,32300,"2",2,No,false
66703144,45653187,Natural causes,"04/04/2018",2018-04-04,Home,No,Material only,$1660,1660,"1",1,No,false
66892177,48538925,Other causes,"06/04/2017",2017-06-04,Auto,No,Injury only,$22420,22420,"1",1,No,false
75262517,68724425,Natural causes,"06/10/2018",2018-06-10,Auto,No,Material only,$2150,2150,"3",3,No,false
7883163,50817031,Crime,"01/26/2018",2018-01-26,Auto,Unknown,Material only,$2460,2460,"1",1,No,false
88126193,16836323,Crime,"01/14/2017",2017-01-14,Auto,No,Material only,$1140,1140,"4",4,No,false
57237955,72701589,Driver error,"07/20/2018",2018-07-20,Auto,No,Material only,NA,,"1",1,No,false
26752193,88126167,Crime,"04/18/2017",2017-04-18,Auto,Unknown,Injury only,$17050,17050,"1",1,No,false
94297538,50642114,Other driver error,"01/06/2018",2018-01-06,Auto,Unknown,Injury only,$25030,25030,"1",1,No,false
90714815,32180678,Other causes,"08/11/2017",2017-08-11,Auto,Unknown,Material and injury,NA,,"4",4,No,false
25647821,74155265,Natural causes,"01/01/2017",2017-01-01,Auto,No,Material only,$2080,2080,"1",1,No,false
56330110,26168099,Natural causes,"05/07/2018",2018-05-07,Auto,No,Injury only,$38590,38590,"3",3,No,false
87184588,804961,Other causes,"10/10/2017",2017-10-10,Auto,No,Material and injury,$21190,21190,"1",1,No,false
18636027,25823839,Driver error,"10/10/2017",2017-10-10,Auto,Unknown,Injury only,$36180,36180,"1",1,No,false
90591192,61745840,Other driver error,"01/01/2017",2017-01-01,Home,No,Material and injury,$30930,30930,"1",1,No,false
18700750,86024944,Other driver error,"07/15/2017",2017-07-15,Auto,Unknown,Material and injury,$47679,47679,"2",2,Yes,true
72789616,40080423,Other driver error,"08/30/2018",2018-08-30,Auto,Unknown,Material only,$2440,2440,"1",1,No,false
19132019,14275512,Driver error,"10/09/2018",2018-10-09,Auto,Unknown,Injury only,$28060,28060,"1",1,No,false
21361160,70442756,Natural causes,"01/06/2018",2018-01-06,Auto,No,Material only,$1850,1850,"1",1,No,false
80894091,36829984,Other driver error,"02/22/2018",2018-02-22,Auto,Yes,Material and injury,$24750,24750,"1",1,No,false
21550521,68772500,Driver error,"08/30/2018",2018-08-30,Auto,Unknown,Material only,$2320,2320,"1",1,No,false
69348631,154557,Driver error,"04/10/2018",2018-04-10,Auto,No,Injury only,NA,,"1",1,Yes,true
86624774,97640137,Driver error,"02/02/2018",2018-02-02,Auto,Unknown,Injury only,$29600,29600,"1",1,No,false
2040094,49270602,Other causes,"06/17/2018",2018-06-17,Auto,No,Material only,$1790,1790,"1",1,No,false
93354997,25021031,Other causes,"01/06/2018",2018-01-06,Auto,Yes,Injury only,$31270,31270,"1",1,No,false
61761215,2590748,Other driver error,"10/03/2018",2018-10-03,Auto,Unknown,Material and injury,$30530,30530,"2",2,No,false
17871003,98905793,Other driver error,"09/19/2018",2018-09-19,Auto,Unknown,Material only,$3139.5,3139.5,"3",3,Yes,true
90504501,39495715,Driver error,"08/31/2017",2017-08-31,Auto,No,Material only,$2470,2470,"1",1,No,false
23636125,64840478,Other driver error,"01/01/2017",2017-01-01,Auto,Unknown,Material and injury,$17290,17290,"1",1,No,false
73972734,30541131,Other driver error,"08/11/2017",2017-08-11,Home,Unknown,Material only,$1570,1570,"1",1,No,false
2322078,51503228,Driver error,"12/17/2017",2017-12-17,Auto,Unknown,Injury only,$14330,14330,"3",3,No,false
94870378,57959733,Other driver error,"07/22/2017",2017-07-22,Auto,No,Material only,$2530,2530,"3",3,No,false
46572741,82415154,Other driver error,"06/11/2017",2017-06-11,Auto,No,Material and injury,$15240,15240,"1",1,No,false
50960913,67861420,Other causes,"02/15/2018",2018-02-15,Auto,No,Material only,$1880,1880,"1",1,No,false
91841652,16811546,Crime,"08/10/2018",2018-08-10,Auto,Unknown,Injury only,$37200,37200,"1",1,No,false
73800450,74840885,Crime,"03/14/2018",2018-03-14,Home,Unknown,Material only,$2060,2060,"5",5,No,false
14457951,95719884,Crime,"05/22/2017",2017-05-22,Auto,Unknown,Material only,$1020,1020,"1",1,No,false
82692173,22856223,Other causes,"04/12/2017",2017-04-12,Auto,No,Material and injury,$40660,40660,"1",1,No,false
2262550,26965990,Other causes,"02/23/2017",2017-02-23,Auto,Unknown,Material only,$2310,2310,"1",1,No,false
91210035,48447568,Driver error,"10/24/2017",2017-10-24,Auto,No,Material and injury,$15920,15920,"1",1,No,false
19333178,16102401,Driver error,"08/18/2017",2017-08-18,Home,Yes,Material only,$2710,2710,"1",1,No,false
36685947,26448215,Natural causes,"02/03/2017",2017-02-03,Auto,No,Material only,$2290,2290,"1",1,No,false
84933468,40922910,Other driver error,"02/03/2017",2017-02-03,Auto,No,Material only,$1180,1180,"4",4,No,false
61672806,43293983,Other causes,"08/11/2017",2017-08-11,Auto,No,Material only,$3059,3059,"1",1,Yes,true
1189987,51195864,Other driver error,"09/20/2017",2017-09-20,Auto,Unknown,Material only,$1630,1630,"2",2,No,false
43722644,36395486,Other causes,"01/07/2017",2017-01-07,Home,No,Material only,$3335,3335,"3",3,Yes,true
24499353,32850276,Natural causes,"10/09/2018",2018-10-09,Home,No,Material only,$1580,1580,"1",1,No,false
70086627,94041088,Natural causes,"12/10/2017",2017-12-10,Home,Unknown,Material only,$2645,2645,"1",1,Yes,true
97233183,90718924,Other causes,"01/21/2017",2017-01-21,Home,No,Material and injury,$27560,27560,"1",1,No,false
70332189,51278451,Other driver error,"03/01/2018",2018-03-01,Auto,Unknown,Material and injury,$20660,20660,"1",1,No,false
3883874,16868327,Driver error,"01/14/2017",2017-01-14,Auto,No,Material only,$1400,1400,"1",1,No,false
94714143,32269248,Other driver error,"07/07/2018",2018-07-07,Auto,Yes,Injury only,$30350,30350,"1",1,No,false
22295924,35410919,Crime,"06/04/2017",2017-06-04,Auto,No,Material only,$1740,1740,"3",3,No,false
80976947,20716946,Other driver error,"03/21/2018",2018-03-21,Auto,No,Material and injury,$21830,21830,"1",1,No,false
93075008,90102508,Natural causes,"03/28/2018",2018-03-28,Auto,No,Material only,$1280,1280,"1",1,No,false
46968995,40744509,Other causes,"06/25/2017",2017-06-25,Auto,No,Material and injury,$34770,34770,"4",4,No,false
23840141,51460517,Other causes,"06/18/2017",2017-06-18,Auto,Unknown,Material only,$1391.5,1391.5,"1",1,Yes,true
5694962,9677945,Other causes,"09/26/2018",2018-09-26,Auto,No,Material only,$1520,1520,"1",1,No,false
3485777,34297743,Natural causes,"07/28/2017",2017-07-28,Auto,No,Material only,$1700,1700,"1",1,No,false
49735712,17682060,Crime,"10/30/2018",2018-10-30,Home,Unknown,Material and injury,$17020,17020,"1",1,No,false
718760,29750601,Other driver error,"10/24/2017",2017-10-24,Auto,Unknown,Injury only,$31980,31980,"1",1,No,false
81849361,97698815,Natural causes,"02/17/2017",2017-02-17,Auto,Unknown,Material only,$1860,1860,"1",1,No,false
19639145,28920170,Crime,"11/13/2017",2017-11-13,Auto,No,Material and injury,$41365.5,41365.5,"1",1,Yes,true
6535473,55572419,Other causes,"05/09/2017",2017-05-09,Auto,Yes,Injury only,$27520,27520,"1",1,No,false
61374372,77219712,Other causes,"01/01/2017",2017-01-01,Auto,No,Material and injury,$20200,20200,"1",1,No,false
24759210,39286853,Other driver error,"10/03/2018",2018-10-03,Auto,Unknown,Injury only,$35830,35830,"1",1,No,false
6795457,47226965,Driver error,"09/07/2017",2017-09-07,Auto,No,Material only,$2600,2600,"4",4,No,false
27087847,68757979,Natural causes,"10/31/2017",2017-10-31,Auto,No,Material only,$2410,2410,"1",1,No,false
93818470,69956308,Natural causes,"01/13/2018",2018-01-13,Auto,Yes,Material only,$3312,3312,"4",4,Yes,true
65784642,47603757,Driver error,"04/24/2018",2018-04-24,Auto,No,Material only,$2980,2980,"1",1,No,false
98203403,83534717,Natural causes,"04/12/2017",2017-04-12,Auto,No,Material only,$1680,1680,"1",1,No,false
52377605,40480522,Driver error,"10/30/2018",2018-10-30,Auto,Unknown,Material and injury,$26310,26310,"1",1,No,false
79350008,86597605,Driver error,"09/27/2017",2017-09-27,Auto,No,Material and injury,$37400,37400,"1",1,No,false
35620656,7829022,Driver error,"11/13/2017",2017-11-13,Auto,No,Material only,$2320,2320,"1",1,No,false
95022138,77985379,Other driver error,"07/01/2017",2017-07-01,Auto,Yes,Material and injury,$27610,27610,"2",2,No,false
24834777,2826434,Driver error,"04/25/2017",2017-04-25,Home,No,Injury only,$22100,22100,"1",1,No,false
94426134,16548727,Other causes,"11/06/2017",2017-11-06,Auto,Yes,Material only,$1080,1080,"3",3,No,false
67394855,94267140,Other driver error,"04/12/2017",2017-04-12,Auto,No,Material only,$1590,1590,"1",1,No,false
15859475,5637733,Crime,"10/10/2017",2017-10-10,Auto,Unknown,Material only,$2170,2170,"1",1,No,false
7238381,684748,Other driver error,"07/14/2018",2018-07-14,Auto,No,Material only,$2920,2920,"2",2,No,false
27131115,65047878,Natural causes,"02/03/2017",2017-02-03,Auto,Unknown,Material only,$1679,1679,"4",4,Yes,true
